,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,G,PG,PG-13,R,gross
2825,132.0,124.0,133.0,170.0,14000.0,14726,1.0,314.0,13500000.0,2000.0,230.0,7.4,0,0,0,1,7060876.0
4567,51.0,94.0,112.0,428.0,1000.0,3085,1.0,120.0,1000000.0,2000.0,826.0,7.0,0,0,0,1,1744858.0
387,66.0,111.0,79.0,2000.0,11000.0,26088,0.0,114.0,86000000.0,1997.0,11000.0,6.1,0,0,0,1,42877165.0
140,280.0,103.0,0.0,346.0,1000.0,2857,0.0,1382.0,150000000.0,2010.0,756.0,4.2,0,1,0,0,131564731.0
1716,117.0,131.0,53.0,548.0,14000.0,16252,3.0,161.0,18000000.0,2004.0,871.0,7.1,0,0,0,1,3752725.0
4695,228.0,108.0,174.0,324.0,730.0,2160,0.0,576.0,30000000.0,2005.0,716.0,5.3,0,0,0,1,32048809.0
400,186.0,116.0,0.0,471.0,11000.0,13028,4.0,845.0,85000000.0,2001.0,1000.0,7.8,0,0,1,0,183405771.0
3348,15.0,128.0,11.0,119.0,3000.0,4004,2.0,47.0,12208128.2,2007.0,687.0,7.3,0,0,0,0,1207007.0
188,165.0,94.0,12.0,183.0,17000.0,17883,0.0,214.0,135000000.0,2015.0,523.0,6.7,0,1,0,0,177343675.0
4009,265.0,102.0,82.0,536.0,622.0,2486,4.0,207.0,68000000.0,2012.0,591.0,5.7,0,0,0,1,34350553.0
868,149.0,122.0,287.0,135.0,22000.0,24270,2.0,572.0,55000000.0,1998.0,2000.0,7.3,0,0,0,1,41609593.0
911,194.0,141.0,14000.0,3000.0,29000.0,48153,0.0,667.0,52000000.0,2002.0,15000.0,8.0,0,0,1,0,164435221.0
1569,183.0,105.0,0.0,308.0,845.0,2355,2.0,175.0,32000000.0,2006.0,552.0,6.1,0,0,0,1,1304837.0
2433,54.0,91.0,38.0,362.0,17000.0,18711,0.0,49.0,18000000.0,2004.0,632.0,5.2,0,1,0,0,16702864.0
3210,376.0,98.0,607.0,251.0,11000.0,11853,0.0,216.0,11000000.0,2011.0,414.0,6.7,0,0,0,1,1987762.0
6,392.0,156.0,0.0,4000.0,24000.0,46055,0.0,1902.0,258000000.0,2007.0,11000.0,6.2,0,0,1,0,336530303.0
209,159.0,101.0,107.0,56.0,688.0,1031,0.0,99.0,103000000.0,2014.0,237.0,6.4,1,0,0,0,131536019.0
2218,258.0,113.0,108.0,22.0,1000.0,1136,3.0,165.0,20000000.0,2010.0,100.0,6.9,0,0,0,1,31146570.0
680,94.0,121.0,212.0,263.0,394.0,1531,2.0,285.0,65000000.0,1996.0,380.0,6.7,0,0,0,1,33328051.0
357,191.0,90.0,97.0,56.0,622.0,1227,1.0,156.0,100000000.0,2009.0,526.0,7.0,0,1,0,0,124870275.0
4738,3.0,101.0,0.0,17.0,69.0,155,0.0,34.0,500000.0,2003.0,34.0,6.0,0,1,0,0,1111615.0
883,84.0,280.0,33.0,67.0,789.0,1671,0.0,497.0,56000000.0,2003.0,640.0,6.3,0,0,1,0,12870569.0
1651,253.0,113.0,395.0,77.0,8000.0,8362,1.0,529.0,38000000.0,2006.0,189.0,7.6,0,0,1,0,40137776.0
2323,174.0,134.0,6000.0,745.0,893.0,2710,0.0,570.0,2400000000.0,1997.0,851.0,8.4,0,0,1,0,2298191.0
32,608.0,195.0,1000.0,3000.0,21000.0,30426,3.0,1187.0,200000000.0,2013.0,4000.0,7.2,0,0,1,0,408992272.0
2304,45.0,83.0,119.0,633.0,885.0,2907,2.0,205.0,12000000.0,2008.0,816.0,4.3,0,0,1,0,7001720.0
2116,148.0,96.0,11.0,150.0,805.0,1411,0.0,121.0,25000000.0,2015.0,173.0,5.1,0,0,1,0,16027866.0
1017,208.0,102.0,234.0,11000.0,20000.0,45202,3.0,274.0,49900000.0,2011.0,11000.0,5.6,0,0,0,1,21557240.0
974,97.0,125.0,0.0,957.0,10000.0,15569,1.0,142.0,50000000.0,1997.0,2000.0,5.8,0,0,0,1,48154732.0
444,120.0,97.0,56.0,852.0,12000.0,23907,0.0,102.0,50911615.4,2006.0,8000.0,6.4,1,0,0,0,82506325.0
796,240.0,121.0,0.0,854.0,19000.0,22833,0.0,644.0,50000000.0,2006.0,972.0,5.6,0,0,0,1,22518325.0
167,267.0,138.0,0.0,258.0,820.0,1814,0.0,1445.0,137000000.0,2003.0,300.0,5.7,0,0,1,0,132122995.0
2199,111.0,115.0,272.0,1000.0,49000.0,52571,1.0,236.0,20000000.0,2006.0,2000.0,6.2,0,0,1,0,37442180.0
3163,325.0,106.0,13000.0,309.0,11000.0,12418,3.0,147.0,10000000.0,2014.0,430.0,7.0,0,0,1,0,14479776.0
2410,111.0,113.0,22.0,148.0,727.0,1310,1.0,317.0,18000000.0,2003.0,171.0,6.7,0,0,1,0,43601508.0
4734,5.0,102.0,0.0,15.0,69.0,161,0.0,53.0,500000.0,2002.0,24.0,6.4,0,1,0,0,1250798.0
1233,341.0,130.0,22000.0,19000.0,23000.0,63986,1.0,1100.0,40000000.0,2006.0,20000.0,8.5,0,0,1,0,53082743.0
2481,193.0,94.0,87.0,280.0,866.0,2124,1.0,376.0,24000000.0,2007.0,794.0,6.3,0,0,0,1,39687528.0
3611,115.0,122.0,0.0,221.0,697.0,1517,0.0,148.0,6000000.0,2000.0,394.0,7.0,0,0,0,1,8596914.0
3259,52.0,144.0,0.0,195.0,786.0,1674,0.0,165.0,9600000.0,2005.0,228.0,6.7,0,0,0,1,2483955.0
4489,276.0,104.0,301.0,71.0,18000.0,22194,0.0,698.0,80000000.0,2008.0,4000.0,5.5,0,0,1,0,79363785.0
1220,322.0,137.0,11000.0,465.0,769.0,2938,0.0,351.0,65000000.0,2014.0,698.0,7.2,0,0,1,0,115603980.0
2381,102.0,121.0,33.0,505.0,1000.0,3260,2.0,37.0,53575683.2,2012.0,919.0,6.4,0,1,0,0,5308553.0
255,233.0,126.0,218.0,322.0,11000.0,22722,2.0,798.0,120000000.0,2005.0,11000.0,6.5,0,0,1,0,186336103.0
1801,131.0,122.0,151.0,11000.0,24000.0,50950,2.0,197.0,27500000.0,2007.0,15000.0,6.8,0,0,0,1,9664316.0
154,210.0,95.0,5.0,967.0,24000.0,36095,0.0,145.0,145000000.0,2016.0,11000.0,7.2,0,1,0,0,143523463.0
2533,236.0,110.0,168.0,96.0,3000.0,4210,3.0,645.0,16000000.0,2006.0,979.0,7.6,0,0,1,0,39825798.0
1660,59.0,95.0,40.0,342.0,663.0,2266,0.0,256.0,30000000.0,1997.0,349.0,3.7,0,0,1,0,35927406.0
2261,77.0,84.0,2.0,472.0,787.0,2915,0.0,138.0,20000000.0,2004.0,555.0,5.8,0,0,1,0,15712072.0
801,212.0,130.0,91.0,1000.0,5000.0,10247,3.0,457.0,60000000.0,2013.0,2000.0,6.0,0,0,1,0,31165421.0
2942,34.0,93.0,58.0,722.0,995.0,6105,2.0,102.0,12000000.0,2001.0,729.0,6.2,0,0,0,1,31155435.0
1305,159.0,110.0,118.0,287.0,11000.0,12876,2.0,91.0,40000000.0,2015.0,1000.0,6.0,0,0,1,0,5773519.0
210,289.0,134.0,0.0,346.0,20000.0,20952,4.0,1055.0,110000000.0,2003.0,505.0,7.5,0,0,1,0,214948780.0
2869,81.0,94.0,26.0,4000.0,16000.0,31005,2.0,210.0,13000000.0,1999.0,8000.0,6.1,0,0,1,0,6241697.0
815,218.0,103.0,11.0,543.0,2000.0,5497,4.0,154.0,58000000.0,2015.0,1000.0,6.4,0,1,0,0,80021740.0
439,673.0,142.0,378.0,575.0,34000.0,49942,0.0,1959.0,78000000.0,2012.0,14000.0,7.3,0,0,1,0,407999255.0
3740,173.0,106.0,0.0,19.0,269.0,361,1.0,385.0,2000000.0,2001.0,43.0,7.7,0,0,0,1,13622333.0
3171,100.0,95.0,4.0,655.0,939.0,3651,0.0,53.0,10000000.0,2008.0,702.0,5.2,0,0,1,0,7563670.0
2756,222.0,115.0,13.0,642.0,20000.0,38963,3.0,135.0,14800000.0,2015.0,17000.0,5.7,0,0,0,1,66009973.0
2790,71.0,103.0,44.0,625.0,953.0,3299,2.0,20.0,14000000.0,2010.0,849.0,4.9,0,0,1,0,20246959.0
1488,188.0,100.0,212.0,919.0,2000.0,5890,1.0,100.0,35000000.0,2009.0,1000.0,7.3,0,1,0,0,10991381.0
3371,164.0,94.0,19.0,117.0,363.0,1024,3.0,100.0,8000000.0,2014.0,342.0,6.1,0,0,0,1,26049082.0
1103,216.0,94.0,85.0,443.0,14000.0,16225,1.0,348.0,45000000.0,2007.0,706.0,6.3,0,0,0,1,50648679.0
2119,115.0,116.0,13.0,140.0,203.0,773,0.0,147.0,22000000.0,2005.0,172.0,7.8,0,0,1,0,1050445.0
1126,343.0,128.0,2000.0,501.0,854.0,2507,2.0,349.0,45000000.0,2010.0,766.0,7.2,0,0,1,0,15523168.0
256,263.0,119.0,124.0,1000.0,14000.0,22622,0.0,258.0,110000000.0,2015.0,5000.0,6.3,0,0,1,0,129995817.0
1599,50.0,103.0,37.0,452.0,944.0,3143,3.0,117.0,26000000.0,1996.0,893.0,6.2,0,1,0,0,105444419.0
165,451.0,215.0,0.0,413.0,986.0,2530,1.0,1229.0,130000000.0,2009.0,745.0,7.7,0,0,0,1,107503316.0
3911,157.0,101.0,47.0,407.0,658.0,3086,1.0,215.0,3200000.0,2003.0,636.0,7.0,0,0,0,1,8243880.0
3753,59.0,92.0,89.0,355.0,729.0,2848,4.0,53.0,5000000.0,2016.0,706.0,3.5,0,0,0,1,11675178.0
529,164.0,115.0,107.0,241.0,835.0,1815,0.0,253.0,80000000.0,2006.0,590.0,6.9,0,1,0,0,195329763.0
557,132.0,116.0,41.0,541.0,11000.0,14028,2.0,254.0,75000000.0,2003.0,982.0,5.3,0,0,1,0,30013346.0
844,153.0,74.0,58.0,729.0,3000.0,5713,3.0,332.0,55000000.0,2003.0,864.0,6.3,0,0,0,1,104354205.0
1170,168.0,122.0,487.0,16.0,12000.0,12076,2.0,437.0,50000000.0,2005.0,43.0,7.6,0,0,0,1,24127895.0
1278,169.0,115.0,56.0,19000.0,20000.0,77823,3.0,252.0,35000000.0,2008.0,19000.0,6.7,0,0,1,0,26814957.0
947,143.0,90.0,241.0,416.0,1000.0,3148,1.0,394.0,50000000.0,1999.0,495.0,7.1,0,0,0,1,81517441.0
1758,129.0,135.0,149.0,250.0,639.0,1845,0.0,289.0,28000000.0,2004.0,617.0,7.5,0,1,0,0,64371181.0
287,230.0,119.0,13000.0,567.0,1000.0,2776,0.0,1368.0,100000000.0,2001.0,658.0,5.7,0,0,1,0,180011740.0
2687,90.0,101.0,36.0,377.0,1000.0,2764,1.0,355.0,15000000.0,2000.0,786.0,4.6,0,0,0,1,12801190.0
127,486.0,112.0,230.0,12000.0,26000.0,59803,3.0,532.0,170000000.0,2013.0,20000.0,7.1,0,0,1,0,206360018.0
669,141.0,117.0,179.0,403.0,8000.0,12850,1.0,264.0,65000000.0,2003.0,4000.0,6.4,0,0,1,0,63695760.0
2770,264.0,101.0,71.0,725.0,10000.0,14159,0.0,268.0,15000000.0,2009.0,960.0,5.5,0,0,0,1,51527787.0
861,146.0,110.0,9.0,95.0,485.0,939,2.0,293.0,55000000.0,2000.0,110.0,6.6,0,0,1,0,56932305.0
1083,132.0,101.0,126.0,586.0,3000.0,6292,0.0,228.0,60000000.0,2005.0,949.0,5.5,0,0,1,0,82931301.0
1335,76.0,110.0,534.0,511.0,865.0,2972,2.0,50.0,39000000.0,2004.0,534.0,5.3,0,0,1,0,5881504.0
3409,283.0,104.0,109.0,7.0,480.0,517,1.0,182.0,8000000.0,2013.0,12.0,7.4,0,0,0,1,16168741.0
1750,45.0,83.0,5.0,368.0,971.0,3438,0.0,67.0,24000000.0,1998.0,503.0,5.9,1,0,0,0,100491683.0
1914,81.0,86.0,92.0,466.0,744.0,3001,3.0,179.0,25000000.0,2002.0,489.0,5.8,0,0,1,0,38230435.0
2537,72.0,108.0,18.0,433.0,714.0,2785,2.0,50.0,16500000.0,2007.0,701.0,6.3,0,0,1,0,11702090.0
4691,64.0,97.0,52.0,36.0,80.0,209,1.0,109.0,700000.0,2001.0,67.0,7.2,0,0,0,0,1141829.0
1030,75.0,88.0,5.0,338.0,11000.0,11972,5.0,93.0,50000000.0,2004.0,387.0,4.9,0,0,1,0,6471394.0
2448,184.0,112.0,97.0,231.0,577.0,1341,2.0,82.0,13000000.0,2009.0,416.0,7.0,0,0,0,1,6615578.0
923,155.0,116.0,101.0,79.0,889.0,1711,1.0,481.0,51000000.0,2000.0,624.0,6.5,0,0,0,1,90567722.0
841,57.0,95.0,293.0,744.0,851.0,3155,1.0,99.0,54000000.0,1996.0,773.0,5.6,0,0,1,0,128769345.0
1453,392.0,137.0,16000.0,363.0,29000.0,36258,0.0,279.0,35000000.0,2011.0,6000.0,6.6,0,0,0,1,37304950.0
3727,125.0,134.0,81.0,388.0,882.0,2410,0.0,49.0,55784951.6,2016.0,845.0,7.1,0,0,1,0,19097994.0
3279,259.0,106.0,50.0,741.0,17000.0,21711,2.0,129.0,10000000.0,2010.0,908.0,6.6,0,0,0,1,3571735.0
2302,65.0,110.0,9.0,826.0,997.0,3177,19.0,25.0,20000000.0,2013.0,941.0,5.0,0,0,1,0,8888355.0
1647,214.0,112.0,43.0,1000.0,11000.0,15327,1.0,209.0,25000000.0,2015.0,2000.0,7.2,0,0,1,0,42478175.0
2568,169.0,110.0,179.0,734.0,12000.0,15044,1.0,374.0,16000000.0,2014.0,1000.0,3.1,0,0,1,0,13998282.0
1662,359.0,100.0,108.0,534.0,17000.0,20051,1.0,371.0,30000000.0,2013.0,2000.0,5.9,0,0,0,1,35266619.0
4853,71.0,91.0,132.0,225.0,400.0,1330,3.0,85.0,250000.0,2001.0,286.0,6.9,0,0,0,1,4186931.0
3513,25.0,100.0,0.0,359.0,655.0,1906,0.0,20.0,7000000.0,1999.0,476.0,6.3,0,1,0,0,2148212.0
1674,64.0,127.0,73.0,433.0,11000.0,12785,3.0,112.0,30000000.0,1998.0,882.0,7.0,0,0,0,1,23209440.0
3287,263.0,123.0,909.0,184.0,909.0,1633,1.0,429.0,9000000.0,2007.0,203.0,8.0,0,0,1,0,24530513.0
2930,140.0,154.0,16000.0,889.0,22000.0,25522,5.0,462.0,12000000.0,1997.0,1000.0,7.5,0,0,0,1,39647595.0
2910,116.0,90.0,34.0,506.0,966.0,2661,7.0,60.0,15000000.0,2009.0,681.0,6.4,0,0,0,1,4360548.0
1227,118.0,106.0,23.0,418.0,1000.0,2325,2.0,211.0,50000000.0,2004.0,593.0,6.1,0,0,1,0,57887882.0
110,228.0,113.0,150.0,59.0,531.0,764,4.0,227.0,155000000.0,2010.0,82.0,6.3,0,1,0,0,104383624.0
284,252.0,145.0,14000.0,533.0,10000.0,12546,0.0,1331.0,102000000.0,2002.0,798.0,7.7,0,0,1,0,132014112.0
3520,161.0,125.0,127.0,798.0,6000.0,8876,6.0,65.0,4825000.0,2009.0,941.0,7.2,0,0,0,1,1110286.0
3109,44.0,82.0,6.0,345.0,759.0,2197,0.0,38.0,23000000.0,2001.0,563.0,6.5,1,0,0,0,36696761.0
799,100.0,91.0,394.0,68.0,889.0,1262,0.0,282.0,65000000.0,2000.0,290.0,4.8,0,0,1,0,14218868.0
4268,126.0,100.0,308.0,374.0,1000.0,2186,2.0,545.0,1500000.0,2003.0,482.0,6.8,0,0,0,1,4599680.0
1226,222.0,114.0,89.0,177.0,836.0,2091,2.0,197.0,36998505.3,2010.0,719.0,6.4,0,0,0,1,60923325.0
1142,28.0,118.0,13.0,643.0,23000.0,26907,1.0,62.0,44000000.0,1996.0,2000.0,5.6,0,0,0,1,44834712.0
2864,113.0,104.0,35.0,844.0,24000.0,27806,0.0,128.0,13000000.0,2006.0,912.0,6.3,0,1,0,0,10996440.0
2948,128.0,121.0,131.0,599.0,13000.0,14890,2.0,290.0,12000000.0,1998.0,940.0,7.4,0,0,0,1,22905674.0
1046,172.0,137.0,79.0,194.0,27000.0,27666,3.0,185.0,50000000.0,2015.0,254.0,6.4,0,0,0,1,1206135.0
802,127.0,90.0,48.0,196.0,973.0,1865,1.0,109.0,60000000.0,2008.0,400.0,4.9,0,1,0,0,11802056.0
2799,195.0,112.0,0.0,383.0,12000.0,13528,0.0,270.0,14000000.0,2006.0,593.0,7.0,0,0,0,1,11204499.0
21,599.0,153.0,464.0,963.0,15000.0,28489,0.0,1225.0,230000000.0,2012.0,10000.0,7.0,0,0,1,0,262030663.0
1644,478.0,121.0,777.0,219.0,455.0,1467,2.0,461.0,30000000.0,2015.0,221.0,7.6,0,0,0,1,46875468.0
3493,750.0,143.0,0.0,393.0,883.0,2039,0.0,1498.0,200000000.0,2012.0,563.0,7.8,0,0,1,0,304360277.0
1368,437.0,133.0,0.0,531.0,13000.0,15106,1.0,362.0,35000000.0,2015.0,597.0,7.7,0,0,1,0,109712885.0
1032,296.0,104.0,71.0,982.0,12000.0,16481,1.0,211.0,50000000.0,2011.0,2000.0,5.5,0,0,0,1,10706786.0
4385,195.0,104.0,25.0,73.0,638.0,822,2.0,162.0,1000000.0,2013.0,85.0,7.8,0,1,0,0,4231500.0
3928,114.0,96.0,101.0,71.0,730.0,1208,0.0,91.0,4000000.0,2005.0,394.0,6.6,0,0,0,1,1325073.0
4344,60.0,103.0,35.0,482.0,548.0,2389,0.0,122.0,1900000.0,2003.0,495.0,6.4,0,0,1,0,1420578.0
1566,260.0,100.0,35.0,7000.0,12000.0,32094,4.0,158.0,30000000.0,2013.0,10000.0,5.9,0,0,1,0,22525921.0
1582,464.0,116.0,176.0,322.0,783.0,2097,4.0,1211.0,144000000.0,2016.0,370.0,5.5,0,0,1,0,118099659.0
2478,97.0,98.0,209.0,129.0,158.0,816,2.0,108.0,23000000.0,2008.0,152.0,6.2,0,0,1,0,58006147.0
1385,265.0,101.0,38.0,318.0,496.0,1272,8.0,243.0,36000000.0,2010.0,390.0,6.4,0,0,0,1,50213619.0
169,163.0,124.0,42.0,848.0,11000.0,13073,3.0,463.0,130000000.0,2005.0,973.0,6.0,0,0,1,0,68642452.0
1794,177.0,100.0,11.0,561.0,23000.0,25387,2.0,112.0,28000000.0,2014.0,727.0,5.7,0,0,1,0,20285518.0
27,516.0,147.0,94.0,11000.0,21000.0,64798,0.0,1022.0,250000000.0,2016.0,19000.0,8.2,0,0,1,0,407197282.0
654,313.0,136.0,0.0,99.0,18000.0,18563,3.0,3646.0,63000000.0,1999.0,145.0,8.7,0,0,0,1,171383253.0
1231,274.0,118.0,65.0,638.0,11000.0,13943,1.0,203.0,40000000.0,2011.0,980.0,7.3,0,0,0,1,57981889.0
1202,173.0,107.0,164.0,723.0,8000.0,12556,2.0,144.0,40000000.0,2015.0,2000.0,6.0,0,0,0,1,90353764.0
1547,131.0,103.0,9.0,573.0,826.0,3004,0.0,398.0,29000000.0,1999.0,724.0,6.2,0,0,0,1,50041732.0
3197,49.0,97.0,105.0,269.0,982.0,2603,1.0,64.0,10000000.0,2011.0,503.0,3.3,0,0,0,1,2331318.0
2405,103.0,99.0,42.0,557.0,975.0,3567,2.0,45.0,21000000.0,2011.0,569.0,6.6,0,1,0,0,52691009.0
4202,191.0,92.0,43.0,936.0,989.0,4730,0.0,392.0,20000000.0,2004.0,939.0,6.7,0,0,1,0,114324072.0
1885,488.0,122.0,1000.0,883.0,2000.0,4738,0.0,1518.0,25000000.0,2007.0,939.0,8.1,0,0,0,1,74273505.0
1538,299.0,124.0,335.0,50.0,14000.0,14504,0.0,370.0,32000000.0,2008.0,388.0,7.6,0,0,0,1,34180954.0
4973,138.0,84.0,0.0,194.0,1000.0,2065,0.0,586.0,60000.0,1998.0,512.0,7.5,0,0,0,1,3216970.0
2965,24.0,100.0,98.0,604.0,1000.0,3250,1.0,88.0,12000000.0,1998.0,849.0,6.6,0,0,0,1,12902790.0
467,147.0,93.0,189.0,38.0,1000.0,1267,0.0,424.0,65000000.0,2006.0,177.0,5.6,0,1,0,0,82226474.0
882,178.0,93.0,45.0,352.0,9000.0,10185,0.0,532.0,62000000.0,2005.0,460.0,5.5,0,0,1,0,25857987.0
2408,146.0,89.0,29.0,458.0,2000.0,4867,0.0,260.0,20000000.0,2008.0,690.0,3.9,0,0,1,0,43818159.0
1579,135.0,101.0,96.0,442.0,12000.0,13811,1.0,268.0,31000000.0,2001.0,495.0,6.9,0,0,1,0,24185781.0
731,213.0,140.0,708.0,745.0,11000.0,20440,1.0,302.0,60000000.0,2010.0,8000.0,5.7,0,0,1,0,80574010.0
4791,220.0,92.0,100.0,482.0,970.0,3950,0.0,1473.0,400000.0,2004.0,759.0,6.9,0,1,0,0,44540956.0
192,330.0,101.0,176.0,282.0,11000.0,12406,1.0,514.0,110000000.0,2010.0,702.0,6.4,0,0,1,0,118311368.0
190,94.0,147.0,0.0,877.0,10000.0,12954,1.0,511.0,130000000.0,2003.0,898.0,6.6,0,0,0,1,138396624.0
4081,37.0,99.0,18.0,233.0,939.0,2321,0.0,101.0,3000000.0,2006.0,407.0,3.0,0,0,1,0,7059537.0
2312,116.0,116.0,150.0,956.0,18000.0,21200,2.0,75.0,20000000.0,2012.0,1000.0,7.2,0,1,0,0,6002756.0
2092,61.0,170.0,25.0,55.0,329.0,775,1.0,174.0,22000000.0,2014.0,134.0,5.6,0,0,1,0,59696176.0
1452,212.0,98.0,0.0,23.0,20000.0,28027,2.0,903.0,27000000.0,2004.0,8000.0,7.3,0,0,0,1,33987757.0
1377,131.0,113.0,188.0,631.0,11000.0,14209,5.0,86.0,37000000.0,2011.0,680.0,6.9,0,1,0,0,72279690.0
3702,183.0,89.0,10.0,704.0,852.0,5056,0.0,159.0,5000000.0,2014.0,707.0,4.4,0,0,1,0,50820940.0
1498,147.0,117.0,0.0,567.0,883.0,3611,1.0,196.0,35000000.0,2006.0,883.0,6.9,0,0,1,0,7458269.0
14,450.0,150.0,563.0,1000.0,40000.0,45757,1.0,711.0,215000000.0,2013.0,2000.0,6.5,0,0,1,0,89289910.0
266,125.0,105.0,67.0,40.0,681.0,914,3.0,59.0,105000000.0,2013.0,71.0,5.4,0,1,0,0,71017784.0
2886,129.0,118.0,41.0,442.0,2000.0,3474,4.0,102.0,13000000.0,2006.0,812.0,7.1,0,0,0,1,1150403.0
523,177.0,129.0,14000.0,227.0,610.0,1635,0.0,552.0,73000000.0,1997.0,506.0,6.5,0,0,1,0,229074524.0
2877,104.0,112.0,37.0,548.0,748.0,2417,1.0,59.0,13000000.0,2007.0,573.0,6.8,0,0,1,0,3169424.0
3720,276.0,103.0,214.0,424.0,7000.0,8375,1.0,216.0,5000000.0,2013.0,468.0,7.4,0,0,1,0,21501098.0
181,362.0,107.0,563.0,939.0,40000.0,43291,0.0,337.0,135000000.0,2011.0,1000.0,7.2,0,1,0,0,123207194.0
873,100.0,126.0,226.0,241.0,12000.0,13406,1.0,232.0,55000000.0,1999.0,509.0,6.5,0,0,0,1,34098563.0
2498,140.0,96.0,36.0,486.0,1000.0,3294,0.0,207.0,17000000.0,2002.0,580.0,5.6,0,0,0,1,37939782.0
1329,44.0,159.0,50.0,72.0,218.0,554,1.0,410.0,18026148.0,2015.0,133.0,8.4,0,0,0,0,6498000.0
448,91.0,87.0,31.0,733.0,1000.0,4073,0.0,56.0,75000000.0,2011.0,1000.0,4.4,1,0,0,0,133103929.0
2169,98.0,114.0,118.0,40.0,489.0,679,0.0,298.0,30000000.0,2004.0,93.0,7.0,0,0,1,0,12831121.0
2807,64.0,84.0,12.0,102.0,159.0,417,4.0,181.0,14000000.0,2001.0,102.0,3.9,0,0,1,0,3100650.0
1159,270.0,123.0,176.0,749.0,975.0,4825,7.0,380.0,43000000.0,2013.0,815.0,6.6,0,0,0,1,159578352.0
462,198.0,154.0,333.0,16000.0,22000.0,61110,3.0,674.0,79000000.0,2003.0,20000.0,7.2,0,0,0,1,95632614.0
726,131.0,83.0,35.0,754.0,13000.0,25788,0.0,289.0,105000000.0,1998.0,11000.0,6.6,0,1,0,0,90646554.0
3206,221.0,106.0,34.0,683.0,11000.0,23187,1.0,144.0,10000000.0,2012.0,11000.0,6.9,0,0,0,1,1939441.0
2047,212.0,119.0,6000.0,422.0,23000.0,24263,0.0,330.0,24000000.0,2004.0,713.0,8.2,0,1,0,0,4710455.0
58,421.0,98.0,475.0,522.0,1000.0,2975,0.0,1043.0,180000000.0,2008.0,729.0,8.4,1,0,0,0,223806889.0
2253,165.0,108.0,0.0,844.0,16000.0,23296,2.0,592.0,19000000.0,1996.0,4000.0,7.3,0,0,0,1,25753840.0
615,105.0,97.0,84.0,150.0,989.0,1576,1.0,141.0,70000000.0,2002.0,229.0,5.4,0,0,1,0,33105600.0
2318,99.0,119.0,18.0,9.0,20.0,64,0.0,45.0,20000000.0,2008.0,18.0,7.0,0,0,1,0,4234040.0
2208,282.0,92.0,34.0,322.0,383.0,1945,0.0,255.0,11000000.0,2013.0,333.0,4.8,0,0,0,1,34334256.0
965,113.0,113.0,39.0,477.0,1000.0,3341,0.0,248.0,50000000.0,2001.0,912.0,6.3,0,0,0,1,54997476.0
863,189.0,94.0,70.0,497.0,1000.0,2820,1.0,108.0,55000000.0,2011.0,549.0,6.0,0,1,0,0,68218041.0
1214,235.0,90.0,38.0,882.0,2000.0,6775,4.0,422.0,40000000.0,2008.0,897.0,6.6,0,0,1,0,72266306.0
823,246.0,125.0,189.0,839.0,1000.0,5081,2.0,281.0,58000000.0,2013.0,847.0,6.3,0,0,1,0,44665963.0
460,139.0,123.0,165.0,744.0,12000.0,15362,6.0,339.0,75000000.0,1997.0,878.0,6.8,0,0,0,1,101087161.0
2139,75.0,133.0,0.0,637.0,1000.0,6035,0.0,73.0,36998505.3,2010.0,912.0,6.0,0,0,0,1,37721949.0
4416,105.0,101.0,4.0,0.0,0.0,0,3.0,33.0,55784951.6,2012.0,0.0,7.6,0,0,1,0,2408553.0
985,191.0,98.0,38.0,706.0,14000.0,16791,1.0,672.0,45000000.0,2004.0,919.0,6.2,0,0,0,1,50740078.0
4631,393.0,101.0,0.0,888.0,3000.0,5056,0.0,212.0,20000000.0,2013.0,1000.0,7.0,0,0,0,1,2319187.0
2395,163.0,96.0,126.0,584.0,2000.0,4380,1.0,548.0,18000000.0,2001.0,788.0,6.2,0,0,1,0,95001351.0
2992,280.0,172.0,667.0,70.0,211.0,456,2.0,124.0,9200000.0,2013.0,98.0,7.7,0,0,0,0,2835886.0
533,70.0,110.0,16.0,692.0,2000.0,5320,0.0,231.0,75000000.0,1999.0,710.0,4.1,0,1,0,0,97360069.0
3564,97.0,91.0,38.0,91.0,730.0,1405,0.0,160.0,6500000.0,1999.0,461.0,3.6,0,0,1,0,10149779.0
1904,79.0,102.0,91.0,434.0,1000.0,3037,3.0,104.0,26000000.0,2003.0,934.0,5.0,0,1,0,0,47285499.0
374,122.0,88.0,50.0,441.0,691.0,2622,0.0,179.0,90000000.0,2003.0,569.0,4.9,0,1,0,0,75817994.0
1782,100.0,81.0,63.0,844.7325619834711,63.0,66,0.0,153.0,160000000.0,2001.0,3.0,8.0,1,0,0,0,10762178.0
2516,112.0,98.0,80.0,399.0,567.0,2016,1.0,75.0,17000000.0,2009.0,503.0,5.9,0,0,1,0,8662318.0
701,78.0,98.0,322.0,723.0,979.0,6334,1.0,187.0,64000000.0,2006.0,862.0,4.3,0,0,1,0,58255287.0
720,120.0,99.0,59.0,145.0,770.0,1195,2.0,353.0,70000000.0,1998.0,263.0,7.0,0,1,0,0,101217900.0
1967,111.0,88.0,82.0,432.0,874.0,2062,5.0,149.0,55784951.6,2007.0,434.0,6.7,0,0,1,0,13920741.0
